id,name,popularity,artist,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,genre,
0NBAXi7pWtoiLo7oomWBKw,Forever & Ever More,68,Nothing But Thieves,0.2890,0.841,0.146,0.00582,0.00771,0.267,0.399,alternative pop rock,
2gLkzq894rt2gR4lvZpqE5,Stronger,68,The Score,0.5710,0.677,0.0373,0.0231,0,0.352,0.134,modern alternative rock,
12VVXFEYxro5C61KyWee9C,Thousand (feat. Lisa Hannigan),68,Rosie Carney,0.6760,0.198,0.0333,0.943,0.0132,0.104,0.125,chamber pop,
0NJ1LV5VblYyJsJt3EbAx7,Rose Petals,68,S. Carey,0.5620,0.282,0.0302,0.888,0.00297,0.0812,0.172,chamber pop,
0Dp07EA5ybveKSUE27CuEd,Turntable,68,Dead Horses,0.6030,0.575,0.0285,0.811,0.00183,0.12,0.673,deep new americana,
6Tsu3OsuMz4KEGKbOYd6A0,Hypnotize,68,The Notorious B.I.G.,0.8950,0.694,0.275,0.176,0,0.292,0.632,east coast hip hop,
1gZ7i4qxXkHZb1r6eioaAP,Don't Cha,68,The Pussycat Dolls,0.8790,0.643,0.0888,0.00603,0.00000142,0.0992,0.582,australian pop,
2D1hlMwWWXpkc3CZJ5U351,P.I.M.P.,68,50 Cent,0.6730,0.785,0.351,0.0485,0.00000365,0.0397,0.85,east coast hip hop,
2Lg4kvhOrPhpGEZmSe7VAN,Country Grammar (Hot Shit),68,Nelly,0.8720,0.673,0.108,0.00802,0,0.155,0.527,dance pop,
5IFCyWplye09HytIP80RCF,Too Close,68,Next,0.8470,0.402,0.0641,0.0118,0,0.283,0.752,boy band,
70FCugJxa7XW04Np6iYJdI,21 Questions,68,50 Cent,0.6460,0.813,0.299,0.349,0.0000937,0.0427,0.895,east coast hip hop,
7Dhy1R9NmD96wfr7VJEN37,Bom Diggy,68,Zack Knight,0.7930,0.777,0.197,0.273,0,0.144,0.528,desi,
3CLd7BfvgsBwBUI8kwFLU6,iSpy (feat. Kodak Black),68,KYLE,0.7760,0.724,0.216,0.455,0,0.109,0.677,hip hop,
55Q46o5adtSobImSKrrlqW,Top,68,Lil Uzi Vert,0.7760,0.762,0.216,0.193,0,0.18,0.678,pop rap,
7BKUWh5sdtdS17crohRe4L,Black SpiderMan,68,Logic,0.6220,0.867,0.0893,0.111,0.000104,0.346,0.339,conscious hip hop,
2VjXGuPVVxyhMgER3Uz2Fe,Ex-Factor,68,Ms. Lauryn Hill,0.5930,0.619,0.0976,0.118,0,0.484,0.668,conscious hip hop,
1aWV3uY3SIEZVbmv45oFWS,Creep,68,TLC,0.8110,0.458,0.0402,0.0193,0.00000141,0.0526,0.797,dance pop,
28NBmftocOzTPEb6OYA9fW,Le Freak,68,CHIC,0.8670,0.746,0.0475,0.0453,0,0.123,0.933,disco,
2Q7LpkYrS0PBpoq3iCqypa,Ramblin' Man,68,The Allman Brothers Band,0.3090,0.831,0.036,0.488,0.00304,0.286,0.934,album rock,
52vA3CYKZqZVdQnzRrdZt6,The Times They Are A-Changin',68,Bob Dylan,0.3890,0.396,0.0332,0.887,0,0.0828,0.585,album rock,
1iRdVQ01qr3HrCrBNnTnGh,Yoppa (with BlocBoy JB),69,Lil Mosey,0.8140,0.495,0.0772,0.125,0,0.11,0.347,rap,
2JHBMVs8E7bJJBLkXpKgHn,I Will Wait,69,Mumford & Sons,0.4810,0.766,0.0334,0.0103,0.0067,0.302,0.436,folk-pop,
5cRPdqpWkaNmIbPi6wJDg2,Born For Greatness,69,Papa Roach,0.5250,0.85,0.0678,0.0571,0,0.0555,0.275,alternative metal,
4fbaKWFRghusXd4bSBvvfN,Toxic,69,Britney Spears,0.7740,0.838,0.114,0.0249,0.025,0.242,0.924,dance pop,
6zQlRd6tvEVJm59P8PMj7o,TiK ToK,69,Kesha,0.7450,0.667,0.121,0.0608,0,0.283,0.633,dance pop,
03yc0G2OoH1Eeyu7Piy8fK,I'm Yours,69,Jason Mraz,0.6890,0.432,0.0452,0.564,0,0.0928,0.747,acoustic pop,
58CrldAc1Z5WIBozT1NMJH,Ordinary People,69,John Legend,0.4690,0.132,0.0807,0.929,0,0.0873,0.36,neo soul,
2n6FX3Jcg4b4Leoz0GOqBF,Wherever You Will Go,69,The Calling,0.5550,0.717,0.0269,0.0414,0,0.116,0.374,neo mellow,
0fPf9CDFzVnHpcfld5XVtO,You've Got The Love,69,Florence + The Machine,0.5710,0.708,0.0329,0.00407,0,0.125,0.398,chamber pop,
7M1PQZeyqslVtY5ZiYBGLo,Slower,69,Filmore,0.6870,0.75,0.0965,0.107,0.00000305,0.161,0.911,canadian contemporary country,
1QJvq84l7YcVCyIkGA602c,Never Comin Down,69,Keith Urban,0.6970,0.82,0.0448,0.00928,0.000118,0.122,0.815,australian country,
2ZYbPXhx4OCmdTsMThbSEW,Best Shot,69,Jimmie Allen,0.6290,0.464,0.0334,0.75,0,0.0853,0.523,canadian contemporary country,
3ODEuZjfxec5fYnzVhxANv,Plus tôt,69,Alexandra Streliski,0.3350,0.154,0.0417,0.964,0.918,0.106,0.186,focus,
0NOzMlTrPHMQ68snNK891G,La Tour,69,Samuel Lindon,0.5730,0.0198,0.0449,0.993,0.941,0.112,0.284,focus,
5hJ5736o2jQRXnslKxoWqG,Leaves,69,Hermann,0.4650,0.0388,0.0562,0.991,0.915,0.0768,0.154,unknown,
7hyAAjHZaDWSPDzlUYNUIa,Threnody,69,Goldmund,0.2170,0.00572,0.0394,0.989,0.925,0.109,0.174,ambient,
1FwYuCPPEepHIWydsi37gI,Reminiscence,69,Johannes Bornlöf,0.5440,0.0842,0.0515,0.989,0.915,0.111,0.195,focus,
5ih49fmvqPDV9Hq7IRzf7U,Traveling,69,Heinz Goldblatt,0.3350,0.17,0.0517,0.993,0.955,0.12,0.0781,focus,
21WB4fVPMcelZNbU5rJkXd,Sunday Stroll,69,Benny Treskow,0.2770,0.129,0.0607,0.993,0.909,0.175,0.27,focus,
0pdKRp2sUthTPe7RLWpPqQ,You're Somebody Else,69,flora cash,0.7130,0.452,0.0295,0.841,0.0038,0.105,0.235,unknown,
6Fha6tXHkL3r9m9nNqQG8p,Georgia,69,Vance Joy,0.3880,0.66,0.0308,0.312,0.000307,0.0943,0.401,indie folk,
7aUuoq4oMfLxaLa5GVUDHi,Way Down We Go,69,Kaleo,0.5900,0.578,0.0528,0.612,0.000162,0.0837,0.264,unknown,
35V6qXUDCvwZdmbKe5PlPG,AGEN WIDA,69,JOYRYDE,0.7840,0.913,0.177,0.0114,0.00162,0.0831,0.59,brostep,
27YP211Rr8RezhiFVDLFI8,Waiting For Tomorrow (feat. Mike Shinoda),69,Martin Garrix,0.5070,0.887,0.141,0.00731,0,0.562,0.336,big room,
5UaEBgRvUPFf5CEDhaTdp7,Mama Look At Me Now,69,Galantis,0.5900,0.678,0.0384,0.0259,0.000022,0.0707,0.4,big room,
2ciMN5X2mLSwwnTX2V8oVS,How Dat Sound (feat. 2 Chainz & Yo Gotti),69,Trey Songz,0.7670,0.625,0.24,0.158,0,0.16,0.647,dance pop,
5GjisoOfsN8qagrax01T4y,Wanna Be,69,The Internet,0.8750,0.41,0.0571,0.0674,0.0374,0.106,0.445,escape room,
0hAIs32U2SmJcXymlcyF8h,Alone In A Room,69,Asking Alexandria,0.4820,0.946,0.0853,0.00251,0,0.0466,0.287,melodic metalcore,
3Ed55g8hCz1GmqRTelIPIW,People Change,69,Mipso,0.3740,0.276,0.0353,0.884,0.0123,0.122,0.412,deep new americana,
5MMZJtHOiH1RmQSSe3DJdg,Sleep On The Floor,69,The Lumineers,0.3890,0.431,0.0344,0.249,0,0.13,0.275,folk-pop,
69XUpOpjzDKcfdxqZebGiI,Independent Women  Pt. 1,69,Destiny's Child,0.7300,0.602,0.206,0.362,0.00000369,0.169,0.927,dance pop,
5mNV8Mz59bzyuQ53gTw0c0,Where the Party At,69,Jagged Edge,0.5960,0.661,0.226,0.31,0,0.0847,0.86,dance pop,
6HSqyfGnsHYw9MmIpa9zlZ,Forever,69,Drake,0.5440,0.92,0.277,0.244,0,0.19,0.519,canadian hip hop,
7zBPzAjKAqQpcv8F8GCq5s,Uber Everywhere,69,MadeinTYO,0.7790,0.455,0.28,0.0542,0,0.177,0.197,hip hop,
4CpKEkdGbOJV51cSvx7SoG,Controlla,69,Drake,0.7470,0.477,0.276,0.0962,0,0.114,0.321,canadian hip hop,
7xq3uN2toVZ8IbNzfTucyJ,Calm Down,69,G-Eazy,0.5370,0.624,0.325,0.000175,0.0000022,0.116,0.409,hip hop,
5wTVNpi5WDByxBgKgUE6MU,Supermodel,69,SZA,0.6120,0.442,0.289,0.651,0,0.26,0.253,hip hop,
4uQ7wYsuL0DryknoDc11Hk,Norf Norf,69,Vince Staples,0.9150,0.54,0.0661,0.445,0.0000363,0.11,0.111,conscious hip hop,
2XlHu0HcujBCkWMdIAvrqt,Blem,69,Drake,0.7240,0.548,0.0497,0.0521,0.0000074,0.104,0.392,canadian hip hop,
1Bn8jBSmtSQdvAFXU3ok1w,SAN MARCOS,69,BROCKHAMPTON,0.5150,0.505,0.0294,0.326,0,0.102,0.538,boy band,
2ujA6F1cpk3m8lsPE5aKua,전야 前夜 The Eve,69,EXO,0.6360,0.702,0.0334,0.0223,0,0.293,0.516,k-pop,
1HYzRuWjmS9LXCkdVHi25K,Stay With Me,69,CHANYEOL,0.3140,0.526,0.0484,0.428,0,0.126,0.195,k-pop,
7723JnKU2R15Iv4T7OJrly,Funky Town,69,Lipps Inc.,0.9060,0.63,0.0575,0.000547,0.616,0.0994,0.342,disco,
7zkLpY72g6lKQbiHDqri1S,Sunrise,69,Norah Jones,0.5260,0.299,0.031,0.941,0.097,0.106,0.679,adult standards,
1PEqh7awkpuepLBSq8ZwqD,I Love You Always Forever,69,Donna Lewis,0.7440,0.453,0.0348,0.627,0.421,0.0898,0.122,new wave pop,
4z1O25cq9g2kuJemmUxc21,Small Bump,69,Ed Sheeran,0.8100,0.436,0.0717,0.689,0.000151,0.11,0.446,pop,
5eYwDBLucWfWI5KsV7oYX2,Mary Jane's Last Dance,69,Tom Petty and the Heartbreakers,0.4020,0.814,0.14,0.0383,0.00000119,0.266,0.516,album rock,
3d8y0t70g7hw2FOWl9Z4Fm,Ophelia,70,The Lumineers,0.6640,0.573,0.0277,0.613,0.000363,0.0857,0.566,folk-pop,
0ll8uFnc0nANY35E0Lfxvg,Somewhere Only We Know,70,Keane,0.4470,0.662,0.0259,0.0597,0.00000288,0.0869,0.307,neo mellow,
2VFf8YhTnmhWF108o9UEr7,No One - Acoustic,70,Alicia Keys,0.3790,0.325,0.0331,0.712,0,0.0997,0.433,hip pop,
4bgCdwNpbU3sCJ3mupBW8S,I Don't Want to Be - Stripped Version,70,Gavin DeGraw,0.5450,0.582,0.0368,0.142,0,0.144,0.536,acoustic pop,
1geovaCdfs5fSa4NNgFPVe,Bella Ciao,70,Hardwell,0.6160,0.892,0.0462,0.00214,0.000186,0.227,0.235,big room,
0UrWr7Jnu1heq1o99ZwUd0,Youth Of The Nation,70,P.O.D.,0.5630,0.86,0.0621,0.00834,0.0106,0.39,0.517,alternative metal,
2gSVKxPDww9Eep5rdvtdem,My Way,70,Limp Bizkit,0.5870,0.873,0.046,0.0188,0,0.687,0.591,alternative metal,
2PkeVPcL32LA96cK5ySC3c,Yeah!,70,Usher,0.8950,0.795,0.0977,0.0219,0,0.0403,0.574,dance pop,
1vrd6UOGamcKNGnSHJQlSt,Love Story,70,Taylor Swift,0.6180,0.741,0.031,0.17,0,0.0822,0.296,dance pop,
0KpfYajJVVGgQ32Dby7e9i,Hey  Soul Sister,70,Train,0.6750,0.885,0.0436,0.217,0,0.086,0.768,neo mellow,
1zusIxNqJu8i4g6P6hJ2Qa,Mercy,70,Duffy,0.7930,0.859,0.0332,0.266,0.000356,0.133,0.964,dance pop,
3pJkBPHadRAxBBo484RipI,Sixteen,70,Thomas Rhett,0.7070,0.531,0.0273,0.0147,0.00000211,0.175,0.417,contemporary country,
6jqTb1OLC379SqjjIB0Ukg,Good Together,70,James Barker Band,0.6410,0.84,0.0279,0.000171,0.00179,0.109,0.545,canadian contemporary country,
02Df1JGm5Sjh2GmRAl5ClR,Turnin' Me On,70,Blake Shelton,0.6280,0.708,0.0287,0.309,0.00000132,0.109,0.276,contemporary country,
5mXOdtyPOL6GEuZdCyHSsb,Asking For A Friend,70,Devin Dawson,0.7130,0.527,0.0329,0.238,0.00000749,0.111,0.445,canadian contemporary country,
1oRRLczVT5KkZkPHXG70n7,To a T,70,Ryan Hurd,0.6870,0.641,0.03,0.17,0,0.111,0.663,canadian contemporary country,
7K0lR5Ngf5jkOWt1g6ut6l,Girl Like You,70,Jason Aldean,0.5430,0.88,0.0365,0.035,0.000227,0.304,0.483,contemporary country,
4VVvKg5swvHf34JI7uwL2L,90's Country,70,Walker Hayes,0.7380,0.718,0.0414,0.163,0,0.207,0.685,canadian contemporary country,
42c1ppLBsSbUjFNDzYLY10,A Catalogue Of Afternoons,70,Max Richter,0.1240,0.0924,0.0412,0.996,0.848,0.0935,0.135,compositional ambient,
2PgVEaqgmMh1hdhcnuqDEd,Qi,70,Phildel,0.1870,0.24,0.0409,0.974,0.897,0.183,0.0765,unknown,
1JoAjYaI3zvhXVx41HH7Fc,Naive Spin,70,Aaron Lansing,0.3970,0.0315,0.0392,0.991,0.926,0.0925,0.18,unknown,
60CFGgbdZ315nIOuK5nYmM,Water Ripples,70,Enno Aare,0.4330,0.187,0.0343,0.958,0.93,0.121,0.35,focus,
1gk3FhAV07q9Jg77UxnVjX,Gooey,70,Glass Animals,0.4870,0.369,0.0406,0.736,0.0000375,0.0925,0.106,gauze pop,
4RgDgaohkG08f630ZT9QKc,Body - Dzeko Remix,70,Loud Luxury,0.6530,0.946,0.0556,0.00812,0.000207,0.126,0.653,edm,
7IZ7S595rr4Q3E1Zga1Jev,Only You,70,Cheat Codes,0.6070,0.74,0.172,0.0829,0,0.105,0.219,dance pop,
2H2X3bf5jc1wL1HLoyRFRS,Girls Need Love,70,Summer Walker,0.6530,0.412,0.251,0.666,0.000041,0.125,0.129,deep pop r&b,
3MBHhhVQiGLX28NolyIdY1,GTFO,70,Mariah Carey,0.6900,0.761,0.115,0.522,0.00108,0.155,0.583,dance pop,
0ORgAzmFh8N97SseJvmqgC,Love It If We Made It,70,The 1975,0.4790,0.727,0.0357,0.000718,0.0000197,0.0644,0.0577,modern alternative rock,
4d4OJTq2Yl7TyiuGMLxa1h,Olalla,70,Blanco White,0.5720,0.409,0.0377,0.662,0.296,0.125,0.351,chamber pop,
3kZoay4ANo86ehb6s4RwS9,Ridin',70,Chamillionaire,0.7880,0.808,0.101,0.181,0,0.517,0.844,dirty south rap,
5lFDtgWsjRJu8fPOAyJIAK,Back To Back,70,Drake,0.6350,0.472,0.511,0.00898,0,0.117,0.373,canadian hip hop,
3LtnXdDD9VFBtHy5kmGILx,As I Am,70,H.E.R.,0.5470,0.564,0.291,0.0895,0.00000102,0.152,0.179,indie r&b,
3jagJCUbdqhDSPuxP8cAqF,Work It,70,Missy Elliott,0.8840,0.677,0.283,0.0778,0,0.0732,0.584,dance pop,
3lh3iiiJeiBXHSZw6u0kh6,Into The Mystic,70,Van Morrison,0.6080,0.524,0.0309,0.367,0.00254,0.115,0.797,classic rock,
4mJDfMcT7odIUjWlb2WO4L,...Baby One More Time - Recorded at Spotify Studios NYC,70,Ed Sheeran,0.7920,0.307,0.0522,0.189,0,0.0834,0.631,pop,
4tYokojnBEp5pBWO7wTRPA,Let It Go - James Bay Spotify Session 2015,71,James Bay,0.5000,0.213,0.0462,0.879,0.00000737,0.721,0.37,neo mellow,
5xTtaWoae3wi06K5WfVUUH,Shake It Off,71,Taylor Swift,0.6480,0.785,0.165,0.0561,0,0.148,0.943,dance pop,
1N62wozuHCvczCkY4QidpP,Over My Head (Cable Car),71,The Fray,0.5920,0.729,0.0448,0.022,0,0.0653,0.709,modern rock,
0eqH0ALoDQevq59YcQ53KE,Hollaback Girl,71,Gwen Stefani,0.9260,0.916,0.0929,0.35,0.00000617,0.0234,0.904,dance pop,
5R9a4t5t5O0IsznsrKPVro,Single Ladies (Put a Ring on It),71,Beyoncé,0.4260,0.584,0.296,0.0383,0,0.188,0.272,dance pop,
1oHClQEgDmmbcEx12Kc5nZ,4 Minutes (feat. Justin Timberlake & Timbaland),71,Madonna,0.7530,0.931,0.0652,0.00994,0.00696,0.234,0.767,dance pop,
6fgbQt13JlpN59PytgTMsA,Snow (Hey Oh),71,Red Hot Chili Peppers,0.4270,0.9,0.0499,0.116,0.0000175,0.119,0.599,alternative rock,
2VX37A1p7tkvrH2UJwAU0T,Desperate Man,71,Eric Church,0.7110,0.796,0.0341,0.0716,0.0045,0.262,0.901,contemporary country,
6Q6pcWl4SZmI5G21PIhKUG,Make It Sweet,71,Old Dominion,0.5390,0.859,0.0399,0.0317,0,0.102,0.456,contemporary country,
446Jufq5oOCwOSXbkqq5yD,Bring It On Over,71,Billy Currington,0.7050,0.761,0.0298,0.00385,0,0.186,0.819,canadian contemporary country,
6VcXUV6nNDhFHDxJbtNSWx,Love Wins,71,Carrie Underwood,0.5230,0.865,0.0989,0.0112,0,0.153,0.325,contemporary country,
68lDOwyMitLVn7fuZD1ggl,One Shot,71,Hunter Hayes,0.6880,0.757,0.0612,0.0523,0,0.0902,0.941,canadian contemporary country,
2XeZi7qwChzLOt32tsoPXV,Gaze,71,Moux,0.5740,0.0577,0.0393,0.991,0.912,0.111,0.0849,focus,
4xfCXK9eixyPpn9SWbvPog,Remove The Complexities,71,Peter Sandberg,0.2350,0.111,0.0323,0.987,0.949,0.122,0.104,compositional ambient,
3toYHht60pj16nNK0e2HZy,Norrsken,71,Karin Borg,0.2780,0.0434,0.0383,0.98,0.919,0.121,0.0397,unknown,
5jxBweBbPFg53Ozudm6HrC,Faded Dreams,71,Aaron Lansing,0.4290,0.0107,0.074,0.994,0.967,0.136,0.142,unknown,
0n30h31bEKiIHXXzPbkdqy,Take You Down,71,Illenium,0.2850,0.694,0.0482,0.511,0.000128,0.374,0.163,edm,
2qfWkO1ZRcSdeHb1Cb3xIi,Serious,71,Russ,0.6900,0.635,0.34,0.132,0,0.362,0.569,hip hop,
5AdnkoZJuRJCYqYBIzSqFb,Light On,71,Maggie Rogers,0.6570,0.569,0.0542,0.201,0.0000138,0.126,0.399,electropop,
5uIYONgpUQ7t0v7D6CTMBt,Shrike,71,Hozier,0.3870,0.278,0.0318,0.464,0.00527,0.102,0.0632,folk-pop,
1Omt5bfz1tZUCqd26HxbS0,Beyond,71,Leon Bridges,0.5800,0.687,0.106,0.229,0,0.109,0.187,modern blues,
2EWpa5XnAuSn0sIkSSIhYk,Wish I Knew You,71,The Revivalists,0.6510,0.716,0.0258,0.13,0.0616,0.125,0.722,modern alternative rock,
7k6IzwMGpxnRghE7YosnXT,Me & U,71,Cassie,0.8030,0.454,0.0294,0.352,0,0.0655,0.739,dance pop,
3djNBlI7xOggg7pnsOLaNm,California Love - Original Version,71,2Pac,0.7610,0.847,0.0417,0.0292,0.00000226,0.39,0.765,g funk,
3RmKpob8xzv1pzHEQrMJah,Let Me Blow Ya Mind,71,Eve,0.9090,0.539,0.116,0.243,0,0.0674,0.869,dance pop,
0l3GEbH3CviUytD6iX4wzg,Right Thurr,71,Chingy,0.8660,0.749,0.253,0.15,0,0.0591,0.891,crunk,
6e8Ou0wiqAzIpWb2eSxll8,Miami,71,Will Smith,0.8770,0.534,0.151,0.0339,0.0000173,0.0441,0.89,dance pop,
275a9yzwGB6ncAW4SxY7q3,Panda,71,Desiigner,0.7200,0.748,0.393,0.0235,0,0.369,0.246,hip hop,
0wdKiSBUT7aZkXUIdJWcwC,2 Phones,71,Kevin Gates,0.8950,0.681,0.358,0.157,0,0.189,0.554,hip hop,
49zD0wr2S3d0lZPib0K4e1,F*ck Up Some Commas,71,Future,0.8740,0.568,0.224,0.0698,0.0000138,0.149,0.46,pop,
6UiQFxMYJgILcLTjLrO0OQ,Seventeen,71,Troye Sivan,0.6120,0.743,0.0442,0.165,0.0000435,0.319,0.347,dance pop,
5nFyaoBWwwMJ9fv33tZ2MB,What I Need (feat. Kehlani),71,Hayley Kiyoko,0.6330,0.793,0.055,0.0537,0,0.16,0.414,dance pop,
5EzitieoPnjyKHAq0gfRMa,Ko Ko Bop,71,EXO,0.7490,0.85,0.0468,0.0319,0.0000481,0.0678,0.672,k-pop,
0BkvZes677Mcp5WVUQjRxD,ZEZE (feat. Travis Scott & Offset),71,Kodak Black,0.8320,0.607,0.227,0.0543,0,0.0967,0.57,hip hop,
3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,71,Bob Dylan,0.4830,0.721,0.032,0.729,0,0.189,0.562,album rock,
3LcYYV9ozePfgYYmXv0P3r,Fire And Rain,71,James Taylor,0.6110,0.35,0.0356,0.499,0.00000784,0.0844,0.36,adult standards,
39Bq9cOTO0H8M6P9iKLVdq,DrIP DrIp Drip (feat. Meek Mill),72,Tory Lanez,0.7100,0.814,0.0561,0.162,0,0.16,0.714,canadian hip hop,
7IQ7Tk8D6fFAgl6aL7u5ia,Rude (Acoustic),72,MAGIC!,0.7360,0.847,0.0756,0.358,0,0.101,0.915,pop,
6GmUVqe73u5YRfUUynZK6I,Let Her Go,72,Passenger,0.4790,0.545,0.0688,0.365,0,0.0963,0.244,neo mellow,
4sPmO7WMQUAf45kwMOtONw,Hello,72,Adele,0.4810,0.451,0.0347,0.336,0,0.0872,0.289,pop,
40rvBMQizxkIqnjPdEWY1v,Down With the Sickness,72,Disturbed,0.6950,0.876,0.0553,0.000996,0.00000689,0.106,0.941,alternative metal,
14iN3o8ptQ8cFVZTEmyQRV,I Kissed A Girl,72,Katy Perry,0.6990,0.76,0.0677,0.00223,0,0.132,0.696,dance pop,
1jUA4rb6ZCv4gby4YU53xq,No Air (feat. Chris Brown),72,Jordin Sparks,0.4660,0.759,0.199,0.0521,0,0.0587,0.328,dance pop,
0OaunKfsxkgBvPv68jBbmm,It Wasn't Me,72,Shaggy,0.8520,0.604,0.0642,0.0503,0,0.327,0.667,dance pop,
3TCauNPqFiniaYHBvEVoHG,Beautiful,72,Christina Aguilera,0.4570,0.573,0.0275,0.578,0.00000305,0.114,0.0992,dance pop,
1AWQoqb9bSvzTjaLralEkT,Rock Your Body,72,Justin Timberlake,0.8910,0.714,0.14,0.202,0.000234,0.0521,0.818,dance pop,
6zsk6uF3MxfIeHPlubKBvR,Get Ur Freak On,72,Missy Elliott,0.7970,0.75,0.247,0.533,0.108,0.095,0.74,dance pop,
0gPQTLaqHDgdupKEok7J2x,7 Days,72,Craig David,0.6590,0.812,0.0487,0.23,0,0.0951,0.888,dance pop,
11RIJRbBfyLlJut96itSFd,Energy (Stay Far Away),72,Skepta,0.8360,0.614,0.311,0.345,0.0000986,0.088,0.603,grime,
6GPr75fYPSkk4PYMG9Qj1A,Keeping Score (feat. Kelly Clarkson),72,Dan + Shay,0.5670,0.622,0.0317,0.225,0,0.138,0.336,contemporary country,
6eKhWSDPM9cDicwsBCvUwB,Love That About You,72,Filmore,0.5520,0.573,0.0948,0.0463,0,0.105,0.525,canadian contemporary country,
7LnU4vflcZ8fyuFaVxGtuN,The Book of Jen,72,Tedosio,0.2780,0.017,0.0344,0.976,0.935,0.15,0.0381,focus,
6gp6sejiJXYU1i6xHPf8hh,This Moment,72,Bela Nemeth,0.2530,0.00611,0.0489,0.995,0.959,0.0861,0.309,unknown,
1e3JUGxqyfe94XBFnWdP11,Talisman Stallion,72,Bela Nemeth,0.4560,0.024,0.0467,0.995,0.956,0.112,0.22,unknown,
2ZOcIBtmGkwQeL1ZQxhCEy,Ava,72,Kasper Schill,0.4170,0.0352,0.0608,0.995,0.936,0.155,0.443,unknown,
504NLPDUBRylbZUUQR97XX,The Watchtower,72,Sigimund,0.2480,0.0274,0.0333,0.991,0.922,0.153,0.159,focus,
2ZbvTTHaZIYu9XhnRO44mr,Never Call Me (feat. YG) - Remix,72,Jhene Aiko,0.5950,0.419,0.276,0.694,0,0.12,0.33,dance pop,
2nqwxzn7svkN30dVGbXdWf,My Blood,72,Twenty One Pilots,0.7490,0.723,0.0432,0.0563,0.022,0.0977,0.674,pop punk,
1fYouLdK3PkOMPnx4CPxTY,Such A Simple Thing,72,Ray LaMontagne,0.5220,0.256,0.0258,0.86,0.000825,0.142,0.13,acoustic pop,
6H9Bc39zoXOUhzl5QJb3KQ,Where's My Love,72,SYML,0.5980,0.343,0.025,0.853,0.0219,0.123,0.419,indie anthem-folk,
2kQuhkFX7uSVepCD3h29g5,Smack That,72,Akon,0.9370,0.738,0.0478,0.292,0,0.106,0.911,dance pop,
04KTF78FFg8sOHC1BADqbY,Hot In Herre,72,Nelly,0.9650,0.736,0.144,0.218,0,0.0595,0.921,dance pop,
6qspW4YKycviDFjHBOaqUY,Waterfalls,72,TLC,0.7700,0.505,0.0828,0.311,0.000074,0.0777,0.757,dance pop,
4LwU4Vp6od3Sb08CsP99GC,The Next Episode,72,Dr. Dre,0.9160,0.906,0.195,0.0279,0,0.0803,0.291,g funk,
0r2Bul2NuCViraT2zX1l5j,Get Low,72,Ying Yang Twins,0.5210,0.625,0.067,0.0301,0,0.121,0.136,crunk,
6AoYWCzsDls6c61Zp5qTuU,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),72,Lil Dicky,0.8580,0.697,0.23,0.114,0,0.224,0.364,hip hop,
12VWzyPDBCc8fqeWCAfNwR,One Dance,72,Drake,0.7850,0.617,0.0522,0.00902,0.00246,0.351,0.382,canadian hip hop,
4Hhv2vrOTy89HFRcjU3QOx,At Last,72,Etta James,0.1710,0.33,0.0329,0.707,0.00381,0.302,0.315,adult standards,
5lA3pwMkBdd24StM90QrNR,P.Y.T. (Pretty Young Thing),72,Michael Jackson,0.8880,0.815,0.0404,0.23,0.000424,0.127,0.961,pop,
2iXBZ32Fz5VDCLeE0JIdX5,Better in Time,72,Leona Lewis,0.5840,0.7,0.0506,0.512,0.0000243,0.13,0.549,dance pop,
4uX8Wh4wxpLne11BhoHs5x,Hopeless Romantic (feat. Swae Lee),73,Wiz Khalifa,0.8740,0.492,0.0604,0.299,0,0.0983,0.587,hip hop,
4G8gkOterJn0Ywt6uhqbhp,Radioactive,73,Imagine Dragons,0.4480,0.784,0.0627,0.106,0.000108,0.668,0.236,modern rock,
2RiBogNRfulkNf7fVbPOrJ,Saturday Sun,73,Vance Joy,0.6370,0.864,0.0468,0.484,0,0.222,0.706,indie folk,
1V6gIisPpYqgFeWbMLI0bA,Heart Attack,73,Demi Lovato,0.5040,0.785,0.104,0.0738,0,0.239,0.502,dance pop,
4BHzQ9C00ceJxfG16AlNWb,Send My Love (To Your New Lover),73,Adele,0.6900,0.524,0.103,0.0415,0.00000316,0.17,0.562,pop,
2sLS4tVaEoMYrNS67PVz0V,She Will Be Loved - Acoustic,73,Maroon 5,0.6140,0.509,0.0315,0.504,0.00000731,0.696,0.593,pop,
1ivuWgxFQb2xzxVNSlB1hF,DJ Turn It Up,73,Yellow Claw,0.8290,0.695,0.0473,0.000956,0.178,0.112,0.369,bass trap,
5WQ1hIc5d2EVbRQ8qsj8Uh,Hey Ya! - Radio Mix / Club Mix,73,OutKast,0.7190,0.967,0.0552,0.0588,0.000249,0.206,0.964,dirty south rap,
6SKwQghsR8AISlxhcwyA9R,Marry You,73,Bruno Mars,0.6200,0.832,0.036,0.332,0,0.104,0.481,pop,
0bXpmJyHHYPk6QBFj25bYF,Intro,73,The xx,0.6070,0.789,0.0278,0.46,0.907,0.128,0.16,downtempo,
5qTvkDrSfvwDv6RBjjcfQr,Get Busy,73,Sean Paul,0.7350,0.824,0.036,0.615,0,0.158,0.726,dance pop,
